Book,Chapter,Verse,CatchWord,NoteText,NoteType
Exodus,26,4,selvedge,"<transChange type=""amplified"">an edge of cloth so woven that it cannot unravel</transChange>",alternate
Exodus,26,11,tent,"or, covering",alternate
Exodus,26,13,of that...,"Heb. in the remainder, or, surplus",mixed
Exodus,26,17,tenons,Heb. hands,literal
Exodus,26,19,tenons,Heb. hands,literal
Exodus,26,24,coupled,Heb. twinned,literal
Exodus,27,8,it was...,Heb. he shewed,literal
Exodus,27,18,fifty...,Heb. fifty by fifty,literal
Exodus,27,20,to burn,Heb. to ascend up,literal
Exodus,28,8,curious,"or, embroidered",alternate
Exodus,28,17,set...,Heb. fill in it fillings of stone,literal
Exodus,28,17,sardius,"or, ruby",alternate
Exodus,28,20,inclosings,Heb. fillings,literal
Exodus,28,33,hem,"or, skirts",alternate
Exodus,28,41,consecrate...,Heb. fill their hand,literal
Exodus,28,42,their...,Heb. flesh of their nakedness,literal
Exodus,28,42,reach,Heb. be,literal
Exodus,29,9,put,Heb. bind,literal
Exodus,29,9,consecrate,Heb. fill the hand of,literal
Exodus,29,13,the caul,"<transChange type=""amplified"">it seemeth by anatomy, and the Hebrew doctors, to be the midriff</transChange>",alternate
Exodus,29,17,unto,"or, upon",alternate
Exodus,29,24,shalt wave,"or, shalt shake to and fro",alternate
Exodus,29,30,that son,Heb. he of his sons,literal
Exodus,29,43,the tabernacle,"or, Israel",alternate
Exodus,30,3,top,Heb. roof,literal
Exodus,30,3,sides,Heb. walls,literal
Exodus,30,4,corners,Heb. ribs,literal
Exodus,30,7,sweet incense,Heb. incense of spices,literal
Exodus,30,8,lighteth,or setteth up: Heb. causeth to ascend,mixed
Exodus,30,8,at even,Heb. between the two evenings,literal
Exodus,30,12,their number,Heb. them that are to be numbered,literal
Exodus,30,15,give more,Heb. multiply,literal
Exodus,30,15,give less,Heb. diminish,literal
Exodus,30,25,apothecary,"or, perfumer",alternate
Exodus,30,35,tempered...,Heb. salted,literal
Exodus,31,7,furniture,Heb. vessels,literal
Exodus,31,8,furniture,Heb. vessels,literal
Exodus,31,9,furniture,Heb. vessels,literal
Exodus,31,15,holy,Heb. holiness,literal
Exodus,32,11,the <divineName>Lord</divineName>,Heb. the face of the <divineName>Lord</divineName>,literal
Exodus,32,18,being...,Heb. weakness,literal
Exodus,32,25,their enemies,Heb. those that rose up against them,literal
Exodus,32,29,For Moses...,"or, And Moses said, Consecrate yourselves to day to the <divineName>Lord</divineName>, because every man hath been against his brother, etc",alternate
Exodus,32,29,Consecrate...,Heb. Fill your hands,literal
Exodus,34,13,images,Heb. statues,literal
Exodus,34,19,sheep,"or, kid",alternate
Exodus,34,20,lamb,"or, kid",alternate
Exodus,34,22,year’s end,Heb. revolution of the year,literal
Exodus,34,28,commandments,Heb. words,literal
Exodus,35,2,an...,Heb. holiness,literal
Exodus,36,11,selvedge,"<transChange type=""amplified"">an edge of cloth so woven that it cannot unravel</transChange>",alternate
Exodus,36,29,coupled,Heb. twinned,literal
Exodus,36,30,under...,"Heb. two sockets, two sockets under one board",literal
Exodus,36,37,of needlework,"Heb. the work of a needleworker or, embroiderer",mixed
Exodus,37,7,on...,"or, out of, etc",alternate
Exodus,37,8,on the end,"or, out of, etc",alternate
Exodus,37,8,on the other end,"or, out of, etc",alternate
Exodus,37,16,to cover...,"or, to pour out withal",alternate
Exodus,38,8,lookingglasses,"or, brasen glasses",alternate
Exodus,38,8,assembling,Heb. assembling by troops,literal
Exodus,38,26,every man,Heb. a poll,literal
Exodus,39,10,sardius,"or, ruby",alternate
Exodus,39,38,the sweet...,Heb. the incense of sweet spices,literal
Exodus,40,4,the things...,Heb. the order thereof,literal
Exodus,40,10,most holy,Heb. holiness of holinesses,literal
Exodus,40,36,went onward,Heb. journeyed,literal
Leviticus,1,15,wring...,"or, pinch off the head with the nail",alternate
Leviticus,1,16,his feathers,"or, the filth thereof",alternate
Leviticus,2,5,in a pan,"or, on a flat plate, or, slice",alternate
Leviticus,2,12,be burnt,Heb. ascend,literal
Leviticus,3,3,fat,"or, suet",alternate
Leviticus,3,4,caul...,"or, midriff over the liver, and over the kidneys",alternate
Leviticus,4,12,without...,Heb. to without the camp,literal
Leviticus,4,12,where...,Heb. at the pouring out of the ashes,literal
Leviticus,4,27,any one,Heb. any soul,literal
Leviticus,4,27,common...,Heb. people of the land,literal
Leviticus,5,7,he be...,Heb. his hand cannot reach to the sufficiency of a lamb,literal
Leviticus,5,10,manner,"or, ordinance",alternate
Leviticus,6,2,in fellowship,"or, in dealing",alternate
Leviticus,6,2,fellowship,Heb. putting of the hand,literal
Leviticus,6,5,in the day...,"or, in the day of his being found guilty: Heb. in the day of his trespass",mixed
Leviticus,6,9,because...,"or, for the burning",alternate
Leviticus,7,9,in the pan,"or, on the flat plate or, slice",alternate
Leviticus,7,24,beast...,Heb. carcase,literal
Leviticus,8,13,put bonnets,Heb. bound bonnets,literal
Leviticus,9,16,manner,"or, ordinance",alternate
Leviticus,9,17,took...,Heb. filled his hand out of it,literal
Leviticus,11,36,wherein...,Heb. a gathering together of waters,literal
Leviticus,11,42,hath...,Heb. doth multiply feet,literal
Leviticus,11,43,yourselves abominable,"Heb. your souls, etc",literal
Leviticus,12,6,of the first...,Heb. a son of his year,literal
Leviticus,12,8,she be...,Heb. her hand find not sufficiency of,literal
Leviticus,13,2,rising,"or, swelling",alternate
Leviticus,13,10,quick...,Heb. the quickening of living flesh,literal
Leviticus,13,24,a hot...,Heb. a burning of fire,literal
Leviticus,13,40,hair...,Heb. head is pilled,literal
Leviticus,13,48,thing...,Heb. work of,literal
Leviticus,13,49,thing,"Heb. vessel, or, instrument",mixed
Leviticus,13,55,whether...,"Heb. whether it be bald in the head thereof, or in the forehead thereof",literal
Leviticus,14,4,birds,"or, sparrows",alternate
Leviticus,14,7,into...,Heb. upon the face of the field,literal
Leviticus,14,10,of the...,Heb. the daughter of her year,literal
Leviticus,14,21,cannot...,Heb. his hand reach not,literal
Leviticus,14,21,to be...,Heb. for a waving,literal
Leviticus,14,36,empty,"or, prepare",alternate
Leviticus,14,48,shall come...,"Heb. in coming in shall come in, etc",literal
Leviticus,14,57,when it is unclean...,"Heb. in the day of the unclean, and in the day of the clean",literal
Leviticus,15,2,running...,"or, running of the reins",alternate
Leviticus,15,4,thing,Heb. vessel,literal
Leviticus,15,19,put...,Heb. in her separation,literal
Leviticus,16,8,scapegoat,Heb. Azazel,literal
Leviticus,16,9,fell,Heb. went up,literal
Leviticus,16,16,remaineth,Heb. dwelleth,literal
Leviticus,16,21,a fit...,Heb. a man of opportunity,literal
Leviticus,16,22,not...,Heb. of separation,literal
Leviticus,16,32,consecrate,Heb. fill his hand,literal
Leviticus,17,13,which...,Heb. that hunteth any hunting,literal
Leviticus,17,15,that which died...,Heb. a carcase,literal
Leviticus,18,6,near...,Heb. remainder of his flesh,literal
Leviticus,18,18,a wife...,"or, one wife to another",alternate
Leviticus,18,21,Molech,Gr. Moloch,alternate
Leviticus,19,17,and...,"or, that thou bear not sin for him",alternate
Leviticus,19,20,betrothed...,"or, abused by any: Heb. reproached by (or, for) man",mixed
Leviticus,19,20,she shall...,"or, they, etc: Heb. there shall be a scourging",mixed
Leviticus,19,24,holy...,Heb. holiness of praises to the <divineName>Lord</divineName>,literal
Leviticus,19,29,prostitute,Heb. profane,literal
Leviticus,19,33,vex,"or, oppress",alternate
Leviticus,19,36,weights,Heb. stones,literal
Leviticus,20,18,discovered,Heb. made naked,literal
Leviticus,20,19,uncovereth,Heb. hath made naked,literal
Leviticus,20,21,an...,Heb. a separation,literal
Leviticus,20,25,creepeth,"or, moveth",alternate
Leviticus,21,4,he...,"or, being an husband among his people, he shall not defile himself for his wife, etc",alternate
Leviticus,21,17,bread,"or, food",alternate
Leviticus,21,20,a dwarf,"or, too slender",alternate
Leviticus,22,4,running...,Heb. running of the reins,literal
Leviticus,22,11,with...,Heb. with the purchase of his money,literal
Leviticus,22,12,a stranger,Heb. a man a stranger,literal
Leviticus,22,16,suffer...,"or, lade themselves with the iniquity of trespass in their eating",alternate
Leviticus,22,21,sheep,"or, goats",alternate
Leviticus,22,23,lamb,"or, kid",alternate
Leviticus,22,28,ewe,"or, she goat",alternate
Leviticus,23,10,sheaf,"or, handful: Heb. omer",mixed
Leviticus,23,32,celebrate,Heb. rest,literal
Leviticus,23,36,solemn...,Heb. day of restraint,literal
Leviticus,23,40,boughs of goodly trees,"Heb. fruit of, etc",literal
Leviticus,24,2,to cause,Heb. to cause to ascend,literal
Leviticus,24,12,that...,Heb. to expound unto them according to the mouth of the <divineName>Lord</divineName>,literal
Leviticus,24,17,killeth...,Heb. smiteth the life of a man,literal
Leviticus,24,18,beast for...,Heb. life for life,literal
Leviticus,25,2,keep,Heb. rest,literal
Leviticus,25,5,of thy vine...,Heb. of thy separation,literal
Leviticus,25,9,of the jubile,Heb. loud of sound,literal
Leviticus,25,23,for ever,"or, to be quite cut off: Heb. for cutting off",mixed
Leviticus,25,26,himself...,Heb. his hand hath attained and found sufficiency,literal
Leviticus,25,31,they may...,Heb. redemption belongeth unto it,literal
Leviticus,25,33,a man...,"or, one of the Levites redeem them",alternate
Leviticus,25,35,fallen...,Heb. his hand faileth,literal
Leviticus,25,35,relieve,Heb. strengthen,literal
Leviticus,25,39,compel...,"Heb. serve thyself with him with the service, etc",literal
Leviticus,25,42,as...,Heb. with the sale of a bondman,literal
Leviticus,25,46,they...,Heb. ye shall serve yourselves with them,literal
Leviticus,25,47,wax rich...,"Heb. his hand obtain, etc",literal
Leviticus,25,54,in these...,"or, by these means",alternate
Leviticus,26,1,standing...,"or, pillar",alternate
Leviticus,26,1,image of...,"or, figured stone: Heb. a stone of picture",mixed
Leviticus,26,6,rid,Heb. cause to cease,literal
Leviticus,26,16,over,Heb. upon,literal
Leviticus,26,21,contrary...,"or, at all adventures with me",alternate
Leviticus,26,36,shaken,Heb. driven,literal
Leviticus,27,12,as...,"Heb. according to thy estimation, O priest, etc",literal
Leviticus,27,16,an...,"or, the land of an homer, etc",alternate
Leviticus,27,26,firstling of,"Heb. firstborn, etc",literal
Numbers,1,14,Deuel,"also called, Reuel",alternate
Numbers,2,2,far...,Heb. over against,literal
Numbers,2,14,Reuel,"also called, Deuel",alternate
Numbers,3,3,whom...,Heb. whose hand he filled,literal
Numbers,3,16,word,Heb. mouth,literal
Numbers,3,36,under...,Heb. the office of the charge,literal
Numbers,4,7,cover...,"or, pour out withal",alternate
Numbers,4,14,basons,"or, bowls",alternate
Numbers,4,23,to perform...,Heb. to war the warfare,literal
Numbers,4,24,burdens,"or, carriage",alternate
Numbers,4,27,appointment,Heb. mouth,literal
Numbers,4,30,service,Heb. warfare,literal
Numbers,5,9,offering,"or, heave offering",alternate
Numbers,5,19,with another...,"or, being in the power of thy husband: Heb. under thy husband",mixed
Numbers,5,21,rot,Heb. fall,literal
Numbers,6,2,to separate...,"or, to make themselves Nazarites",alternate
Numbers,6,4,separation,"or, Nazariteship",alternate
Numbers,6,4,vine...,Heb. vine of the wine,literal
Numbers,6,7,consecration,Heb. separation,literal
Numbers,6,12,be lost,Heb. fall,literal
Numbers,7,2,and were,Heb. who stood,literal
Numbers,7,89,with him,"that is, with God",alternate
Numbers,8,7,let them shave...,"Heb. let them cause a razor to pass over, etc",literal
Numbers,8,11,offer,Heb. wave,literal
Numbers,8,11,offering,Heb. wave offering,literal
Numbers,8,11,they...,"Heb. they may be to execute, etc",literal
Numbers,8,19,a gift,Heb. given,literal
Numbers,8,24,to...,"Heb. to war the warfare of, etc",literal
Numbers,8,25,cease...,Heb. return from the warfare of the service,literal
Numbers,9,3,at even,Heb. between the two evenings,literal
Numbers,9,19,tarried...,Heb. prolonged,literal
Numbers,9,21,abode,Heb. was,literal
Numbers,10,21,the other,"that is, the Gershonites and the Merarites",alternate
Numbers,10,28,Thus,Heb. These,literal
Numbers,10,36,many thousands,Heb. ten thousand thousands,literal
Numbers,11,1,complained,"or, were as it were complainers",alternate
Numbers,11,1,it displeased,Heb. it was evil in the ears of,literal
Numbers,11,2,was...,Heb. sunk,literal
Numbers,11,3,Taberah,"that is, A burning",alternate
Numbers,11,4,fell...,Heb. lusted a lust,literal
Numbers,11,4,wept...,Heb. returned and wept,literal
Numbers,11,7,colour thereof...,Heb. eye of it as the eye of,literal
Numbers,11,20,whole...,Heb. month of days,literal
Numbers,11,31,as it were a day’s...,Heb. as it were the way of a day,literal
Numbers,11,34,Kibroth–hattaavah,"that is, The graves of lust",alternate
Numbers,11,35,abode at,Heb. they were in,literal
Numbers,12,1,Ethiopian,"or, Cushite",alternate
Numbers,12,1,married,Heb. taken,literal
Numbers,13,8,Oshea,"also called, Joshua",alternate
Numbers,13,16,Oshea,also called Joshua,alternate
Numbers,13,16,Jehoshua,"or, Joshua",alternate
Numbers,13,23,brook,"or, valley",alternate
Numbers,13,24,brook,"or, valley",alternate
Numbers,13,24,Eshcol,"that is, A cluster of grapes",alternate
Numbers,13,32,men...,Heb. men of statures,literal
Numbers,14,9,defence,Heb. shadow,literal
Numbers,14,19,until...,"or, hitherto",alternate
Numbers,14,23,Surely...,Heb. If they see the land,literal
Numbers,14,30,sware,Heb. lifted up my hand,literal
Numbers,14,33,wander,"or, feed",alternate
Numbers,14,34,breach...,"or, altering of my purpose",alternate
Numbers,15,3,performing,Heb. separating,literal
Numbers,15,24,without...,Heb. from the eyes,literal
Numbers,15,24,manner,"or, ordinance",alternate
Numbers,15,29,sinneth,Heb. doth,literal
Numbers,15,30,presumptuously,Heb. with an high hand,literal
Numbers,16,3,Ye take...,Heb. It is much for you,literal
Numbers,16,14,put...,Heb. bore out,literal
Numbers,16,29,the common...,Heb. as every man dieth,literal
Numbers,16,30,make...,Heb. create a creature,literal
Numbers,17,6,a rod...,"Heb. a rod for one prince, a rod for one prince",literal
Numbers,17,10,rebels,Heb. children of rebellion,literal
Numbers,18,12,best,Heb. fat,literal
Numbers,18,22,and die,Heb. to die,literal
Numbers,18,29,best,Heb. fat,literal
Numbers,18,30,best,Heb. fat,literal
Numbers,19,11,man,Heb. soul of man,literal
Numbers,19,17,ashes,Heb. dust,literal
Numbers,19,17,running...,Heb. living waters shall be given,literal
Numbers,20,13,Meribah,"that is, Strife",alternate
Numbers,20,14,befallen...,Heb. found us,literal
Numbers,20,24,word,Heb. mouth,literal
Numbers,21,3,Hormah,"that is, Utter destruction",alternate
Numbers,21,4,discouraged,"or, grieved: Heb. shortened",mixed
Numbers,21,11,Ije–abarim,"or, heaps of Abarim",alternate
Numbers,21,14,What...,"or, Vaheb in Suphah",alternate
Numbers,21,15,lieth,Heb. leaneth,literal
Numbers,21,17,Spring...,Heb. Ascend,literal
Numbers,21,17,sing,"or, answer",alternate
Numbers,21,20,country,Heb. field,literal
Numbers,21,20,Pisgah,"or, the hill",alternate
Numbers,21,20,Jeshimon,"or, the wilderness",alternate
Numbers,21,25,villages,Heb. daughters,literal
Numbers,22,5,face,Heb. eye,literal
Numbers,22,11,I shall...,Heb. I shall prevail in fighting against him,literal
Numbers,22,16,Let...,"Heb. Be not thou hindered from, etc",literal
Numbers,22,30,upon...,Heb. who hast ridden upon me,literal
Numbers,22,30,ever since...,"or, ever since thou wast, etc",alternate
Numbers,22,31,fell...,"or, bowed himself",alternate
Numbers,22,32,to...,Heb. to be an adversary unto thee,literal
Numbers,22,34,displease...,Heb. be evil in thine eyes,literal
Numbers,22,39,Kirjath–huzoth,"or, a city of streets",alternate
Numbers,23,3,to an...,"or, solitary",alternate
Numbers,23,10,me,"Heb. my soul, or, my life",mixed
Numbers,23,14,Pisgah,"or, the hill",alternate
Numbers,23,23,against,"or, in",alternate
Numbers,24,1,to seek...,Heb. to the meeting of,literal
Numbers,24,3,whose...,"Heb. who had his eyes shut, but now opened",literal
Numbers,24,17,smite...,"or, smite through the princes of",alternate
Numbers,24,20,the nations,the nations that warred against Israel,alternate
Numbers,24,20,that...,"or, even to destruction",alternate
Numbers,24,22,the Kenite,Heb. Kain,literal
Numbers,24,22,until...,"or, how long shall it be ere Asshur carry thee away captive",alternate
Numbers,25,11,for...,Heb. with my zeal,literal
Numbers,25,14,chief...,Heb. house of a father,literal
Numbers,26,12,Nemuel,"also called, Jemuel",alternate
Numbers,26,12,Jachin,"also called, Jarib",alternate
Numbers,26,13,Zerah,"also called, Zohar",alternate
Numbers,26,15,Zephon,"also called, Ziphion",alternate
Numbers,26,16,Ozni,"also called, Ezbon",alternate
Numbers,26,17,Arod,"also called, Arodi",alternate
Numbers,26,23,Pua,"or, Phuvah",alternate
Numbers,26,24,Jashub,"or, Job",alternate
Numbers,26,30,Jeezer,also called Abiezer,alternate
Numbers,26,35,Becher,"also called, Bered",alternate
Numbers,26,38,Ahiram,"also called, Ehi, or, Aharah",alternate
Numbers,26,39,Shupham...Hupham,"also called, Muppim and Huppim",alternate
Numbers,26,40,Ard,"also called, Addar",alternate
Numbers,26,42,Shuham,"or, Hushim",alternate
Numbers,26,49,Shillem,"also called, Shallum",alternate
Numbers,26,54,give the more...,Heb. multiply his inheritance,literal
Numbers,26,54,give the less...,Heb. diminish his inheritance,literal
Numbers,27,4,done...,Heb. diminished,literal
Numbers,28,2,a sweet...,Heb. a savour of my rest,literal
